"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x25749430","x1169411481710080000",2019-09-05 00:46:38,"TarheelPeru","I had to pic the girl can😂 - Drinking a Photo Prop IPA by @CasitaTweets @ Gizmo’s Crib  — https://t.co/f62JkEEVLy","Untappd",113,,,,FALSE,FALSE,1,0,,,"untp.beer/s/c800911928","https://t.co/f62JkEEVLy","http://untp.beer/s/c800911928",,,,,,,,,"x3369134343","CasitaTweets","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.3251 -80.7381","-80.7381 35.3251","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1169411481710080000","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.3251,-80.7381
"x25749430","x1170150113332912133",2019-09-07 01:41:42,"TarheelPeru","Drinking a Dystopian Galaxy by Abomination Brewing Company @ Gizmo’s Crib — https://t.co/NZNhBIh6F1 #photo","Untappd",106,,,,FALSE,FALSE,0,0,"photo",,"untp.beer/s/c801762990","https://t.co/NZNhBIh6F1","http://untp.beer/s/c801762990",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.3251 -80.7381","-80.7381 35.3251","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1170150113332912133","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.3251,-80.7381
"x25749430","x1170112076783738881",2019-09-06 23:10:33,"TarheelPeru","Yummmm! galaxy💕 — Drinking a Phosphorescent by @freethoughtbeer @ Gizmo’s Crib  — https://t.co/t7K56cAmw6 #photo","Untappd",112,,,,FALSE,FALSE,0,0,"photo",,"untp.beer/s/c801649981","https://t.co/t7K56cAmw6","http://untp.beer/s/c801649981",,,,,,,,,"x948657869699846145","FREETHOUGHTBEER","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.3251 -80.7381","-80.7381 35.3251","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1170112076783738881","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.3251,-80.7381
"x25749430","x1168300918368083968",2019-09-01 23:13:39,"TarheelPeru","I didn’t get any orange cream flavor - Drinking an Orange Cream Lager by Nimble Hill Brewing @ Gizmo’s Crib  — https://t.co/yeHid5tAVD","Untappd",134,,,,FALSE,FALSE,0,0,,,"untp.beer/s/c799990366","https://t.co/yeHid5tAVD","http://untp.beer/s/c799990366",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.3251 -80.7381","-80.7381 35.3251","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1168300918368083968","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.3251,-80.7381
"x25749430","x1168373910313885699",2019-09-02 04:03:42,"TarheelPeru","I need to stop trying Lagers... even if they have guava😞 - Drinking a Grab Ya’ By the Guava by @TripleCBrew @ Gizmo’s Crib  — https://t.co/3JqsoEhznH","Untappd",149,,,,FALSE,FALSE,0,0,,,"untp.beer/s/c800132976","https://t.co/3JqsoEhznH","http://untp.beer/s/c800132976",,,,,,,,,"x400699658","TripleCBrew","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.3251 -80.7381","-80.7381 35.3251","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1168373910313885699","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.3251,-80.7381
"x25749430","x1168629850934038529",2019-09-02 21:00:43,"TarheelPeru","Drinking an Apricot Pickin' by @HeistBrewery at @heistbrewery — https://t.co/64usunpIKw","Untappd",87,,,,FALSE,FALSE,0,0,,,"untp.beer/s/c800330812","https://t.co/64usunpIKw","http://untp.beer/s/c800330812",,,,,,,,,"x306552378 x306552378","HeistBrewery HeistBrewery","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.2497 -80.8342","-80.8342 35.2497","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1168629850934038529","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.2497,-80.8342
"x25749430","x1168328052339859456",2019-09-02 01:01:28,"TarheelPeru","Drinking  The Incredible by @henhousebrewing @ Gizmo’s Crib — https://t.co/Jgi3IzNBte","Untappd",85,,,,FALSE,FALSE,1,0,,,"untp.beer/s/c800062837","https://t.co/Jgi3IzNBte","http://untp.beer/s/c800062837",,,,,,,,,"x285362110","HenHouseBrewing","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.3251 -80.7381","-80.7381 35.3251","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1168328052339859456","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.3251,-80.7381
"x25749430","x1168301422124949504",2019-09-01 23:15:39,"TarheelPeru","👍🏽 - Drinking a Hedge Maze by @henhousebrewing @ Gizmo’s Crib  — https://t.co/r1AxbnpuUf","Untappd",88,,,,FALSE,FALSE,1,0,,,"untp.beer/s/c799991883","https://t.co/r1AxbnpuUf","http://untp.beer/s/c799991883",,,,,,,,,"x285362110","HenHouseBrewing","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.3251 -80.7381","-80.7381 35.3251","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1168301422124949504","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.3251,-80.7381
"x25749430","x1168587306221080584",2019-09-02 18:11:39,"TarheelPeru","Yum! - Drinking an EMO-J by @HeistBrewery at @heistbrewery  — https://t.co/HNdctge57r","Untappd",85,,,,FALSE,FALSE,0,0,,,"untp.beer/s/c800236962","https://t.co/HNdctge57r","http://untp.beer/s/c800236962",,,,,,,,,"x306552378 x306552378","HeistBrewery HeistBrewery","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.2497 -80.8342","-80.8342 35.2497","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/TarheelPeru/status/1168587306221080584","*K*","NC","",,FALSE,127,630,6,3068,96,2009-03-21 23:54:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/25749430/1349952182","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1859529226/image_normal.jpg",35.2497,-80.8342
"x1490889625","x1170124806286716934",2019-09-07 00:01:08,"Johnnyballgame2","Drinking a Mythos by Olympic Brewery @ Yiasou Greek Festival — https://t.co/Ut9QFmtV3w #photo","Untappd",93,,,,FALSE,FALSE,0,0,"photo",,"untp.beer/s/c801689816","https://t.co/Ut9QFmtV3w","http://untp.beer/s/c801689816",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.2074 -80.8531","-80.8531 35.2074","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/Johnnyballgame2/status/1170124806286716934","John Jensen","Gastonia, NC","I love working to help kids believe in themselves.",,FALSE,46,410,0,1321,2003,2013-06-07 17:19:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1490889625/1483293571","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1056628213823213569/qRDGx3Aw_normal.jpg",35.2074,-80.8531
"x404464548","x1169372660238864386",2019-09-04 22:12:22,"LoverOBeer","@HopFlyBrewCo Sandsport. Review up tomorrow on Best Beer Blog. https://t.co/L92JmdWQf8. #beer #craftbeer #beergeek #tastgeek #outdoors #humpday🐪 #wednesday #grillingout #local #hopflybrewing #sandsport #rockymount… https://t.co/lLYXBoPhHO","Instagram",238,,"x879719111110139904","HopFlyBrewCo",FALSE,FALSE,0,0,"beer craftbeer beergeek tastgeek outdoors humpday wednesday grillingout local hopflybrewing sandsport rockymount",,"bestbeerblog.net instagram.com/p/B2AW-iNlyw9/…","https://t.co/L92JmdWQf8 https://t.co/lLYXBoPhHO","http://www.bestbeerblog.net https://www.instagram.com/p/B2AW-iNlyw9/?igshid=7gb7j3g2e38s",,,,,,,,,"x879719111110139904","HopFlyBrewCo","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.22694444 -80.84333333","-80.84333333 35.22694444","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/LoverOBeer/status/1169372660238864386","Evan Johnson","Charlotte, North Carolina","Finding, drinking, enjoying, and blogging about great beer. Working out in the gym. Blogger @ Best Beer Blog. NASCAR fan. #48! Lover of Charlotte and NC.","https://t.co/J04E5CnG3C",FALSE,227,742,20,5876,12,2011-11-03 23:38:08,FALSE,"https://t.co/J04E5CnG3C","http://www.bestbeerblog.net",,"https://pbs.twimg.com/profile_banners/404464548/1474832782","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/511263866333167617/f_bfDKJb_normal.jpeg",35.22694444,-80.84333333
"x2306611","x1170113082435223553",2019-09-06 23:14:33,"sunspotmike","Wherever you are tonight, make it a party!... (HopFish India Pale Ale (IPA)) https://t.co/rLe31d9kr5 #photo","Untappd",107,,,,FALSE,FALSE,3,0,"photo",,"untp.beer/s/c801653070","https://t.co/rLe31d9kr5","http://untp.beer/s/c801653070",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.2242 -80.9405","-80.9405 35.2242","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/sunspotmike/status/1170113082435223553","Mike Huberty","Madison, WI","Rocker with @sunspotmusic - Paranormal podcast at @othersidetalk - Ghost hunting at @madisonghosts - music licensing at @broadjam","https://t.co/cx3psJfz7h",FALSE,35093,33332,227,10789,1917,2007-03-26 14:30:27,FALSE,"https://t.co/cx3psJfz7h","http://www.othersidepodcast.com",,"https://pbs.twimg.com/profile_banners/2306611/1444573708","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/846579580672622592/OAaZKkj2_normal.jpg",35.2242,-80.9405
"x513078704","x1170097513778569217",2019-09-06 22:12:41,"NYYIsaman","Drinking an Over Soul by @ResidentCulture at @VBGBuptown — https://t.co/d1eHe0E4Mk","Untappd",82,,,,FALSE,FALSE,1,0,,,"untp.beer/s/c801604831","https://t.co/d1eHe0E4Mk","http://untp.beer/s/c801604831",,,,,,,,,"x845467598628306944 x241285790","ResidentCulture VBGBuptown","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","35.2406 -80.8452","-80.8452 35.2406","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/NYYIsaman/status/1170097513778569217","Tony Isaman","Greenville, South Carolina","MSIT, New Yorker living in the South #yeahTHATgreenville @yankees @buffalobills Instagram:abisaman, 👻:abi12a #BillsMafia #PinstripePride","https://t.co/ZQBlf2CYal",FALSE,226,1165,28,5999,3955,2012-03-03 11:35:54,FALSE,"https://t.co/ZQBlf2CYal","https://untappd.com/user/abisaman",,"https://pbs.twimg.com/profile_banners/513078704/1533406361","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/988038450392772608/6Pv8-08V_normal.jpg",35.2406,-80.8452
